,Precision,Recall
1.0,0.0004846134431556278,0.17921428571428574
2.0,0.0007190508337664409,0.26517595238095243
5.0,0.0010524002211371862,0.38501940476190477
10.0,0.0013199990650273011,0.48308107142857143
20.0,0.001585753883115781,0.5786135714285714
50.0,0.0019354988377683195,0.7046585714285715
100.0,0.002167801022996892,0.786990238095238
200.0,0.002338846164116022,0.8461777380952382
300.0,0.0024226181222777574,0.8746144047619048
400.0,0.002472376900504732,0.8908488492063492
